,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,dollar_volume,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
14,binance,btc,2024-01-04 19:26:00+00,2024-01-04 14:51:00+00,2024-01-04 19:26:00+00,43504.1,44419.0,43497.8,44326.6,107091.692,0.200034,4747010594.61,275,276,0.018906,0.021175,0.899696,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
15,binance,btc,2024-01-05 00:08:00+00,2024-01-04 19:27:00+00,2024-01-05 00:08:00+00,44326.6,44840.8,43887.2,44164.2,81851.445,0.200096,3614903587.27,281,282,-0.003664,0.021513,0.290478,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
16,binance,btc,2024-01-05 03:14:00+00,2024-01-05 00:09:00+00,2024-01-05 03:14:00+00,44164.3,44284.0,42300.0,43612.9,86503.238,0.200209,3772657068.57,185,186,-0.012485,0.044923,0.661744,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
17,binance,btc,2024-01-05 10:07:00+00,2024-01-05 03:15:00+00,2024-01-05 10:07:00+00,43612.8,44332.4,43193.5,44046.0,69809.765,0.20035,3074840909.19,412,413,0.009933,0.026114,0.748529,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
18,binance,btc,2024-01-05 15:05:00+00,2024-01-05 10:08:00+00,2024-01-05 15:05:00+00,44046.0,44119.1,43000.0,43695.9,90737.12,0.200411,3964840121.81,297,298,-0.007949,0.025408,0.621839,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
19,binance,btc,2024-01-05 20:56:00+00,2024-01-05 15:06:00+00,2024-01-05 20:56:00+00,43695.8,44500.0,43090.0,43885.2,89336.665,0.203222,3920557410.86,350,351,0.004335,0.032269,0.563972,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
20,binance,btc,2024-01-06 05:06:00+00,2024-01-05 20:57:00+00,2024-01-06 05:06:00+00,43885.3,44336.7,43559.0,43828.6,62792.664,0.200068,2752114553.39,489,490,-0.001292,0.017721,0.346663,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
21,binance,btc,2024-01-06 15:15:00+00,2024-01-06 05:07:00+00,2024-01-06 15:15:00+00,43828.7,43925.0,43391.3,43893.0,66232.267,0.200156,2907132895.43,608,609,0.001467,0.012177,0.940041,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
22,binance,btc,2024-01-07 02:00:00+00,2024-01-06 15:16:00+00,2024-01-07 02:00:00+00,43892.9,44267.9,43645.0,43980.1,62342.36,0.200184,2741823227.04,644,645,0.001987,0.014191,0.537968,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
23,binance,btc,2024-01-07 13:36:00+00,2024-01-07 02:01:00+00,2024-01-07 13:36:00+00,43980.1,44461.8,43824.2,44274.7,65641.225,0.200257,2906245544.51,695,696,0.006698,0.014497,0.706556,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,2026-04-24 09:33:07.442034+00
