,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,vwap,bar_volatility,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
421,binance,btc,2024-07-29 13:14:00+00,2024-07-28 21:52:00+00,2024-07-29 13:14:00+00,67971.6,70081.0,67910.4,69926.5,147563.861,10226798908.0,69304.22,0.36981858,922,923,0.028761,0.031934,0.928822,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1796406397433364,1.2467759115029045,0.5890736342042755,0.4600354886170634,0.0597831982098467,0.0588714518306996,0.1260332541567696,0.0168065149685707,0.0077315933715199,0.18,-0.0193536369835144,0.7744968661742984,1.3218505529546888e-05,0.2255031338257016,5.024980252168142e-06,0.3090355985709199,0.1550711772206509,0.0007452211724002,2026-04-24 09:31:24.260589+00
422,binance,btc,2024-07-29 22:58:00+00,2024-07-29 13:15:00+00,2024-07-29 22:58:00+00,69926.4,69968.0,66365.8,67170.6,216975.172,14716926848.19,67827.7,0.36973796,583,584,-0.03941,0.051514,0.223419,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.0473999156299745,1.1648646573734358,0.495260663507109,0.9206636426553844,0.0790560745089726,-0.0819112541294686,0.1091469194312796,0.015944060049119,0.0146791164956045,0.19,-0.1174182732851629,0.6951532824927028,1.9908909836154045e-05,0.3048467175072972,5.533305614135274e-06,0.2186250977903543,0.2268290864590613,0.0008205460617711,2026-04-24 09:31:24.260589+00
423,binance,btc,2024-07-30 12:50:00+00,2024-07-29 22:59:00+00,2024-07-30 12:50:00+00,67170.7,67241.6,65820.0,66701.6,127396.307,8475140654.72,66525.8,0.36982956,831,832,-0.006984,0.021164,0.620146,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1107259204891329,1.0704756046714776,0.4302600472813239,0.9322443266387116,0.0867902271272896,-0.0943890527019581,0.0974468085106383,0.0151258634717137,0.0141010005002412,0.2,-0.2056764459566467,0.5871941243590647,3.191578191455585e-05,0.4128058756409352,5.751472690548466e-06,0.1681634192964681,0.2887833716998104,0.0008528711308839,2026-04-24 09:31:24.260589+00
424,binance,btc,2024-07-31 00:21:00+00,2024-07-30 12:51:00+00,2024-07-31 00:21:00+00,66701.7,66923.8,65254.5,65995.4,138307.879,9128656571.35,66002.43,0.37015141,690,691,-0.010589,0.025026,0.443839,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.191823899364675,0.9572831824181994,0.3561320754716981,0.9613007983499428,0.0993732435577619,-0.1131924222532781,0.0841037735849056,0.0143496540442071,0.0137943339848718,0.21,-0.285108801360982,0.446806041995166,5.620683886326673e-05,0.553193958004834,6.124950353114454e-06,0.1224598355438303,0.3703628786726616,0.0009082032161296,2026-04-24 09:31:24.260589+00
425,binance,btc,2024-07-31 16:16:00+00,2024-07-31 00:22:00+00,2024-07-31 16:16:00+00,65995.4,66826.3,65459.4,66602.9,126496.613,8376324007.97,66217.77,0.36996654,954,955,0.009205,0.020712,0.836564,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.2462745097957124,0.8843746644728269,0.3152941176470588,0.9402374514482646,0.0625474504754934,-0.0729085179453725,0.0767529411764706,0.0139182438914739,0.0130864542591785,0.22,-0.1565979212248838,0.3593637589322531,8.092771142149102e-05,0.6406362410677469,5.094913634064556e-06,0.1021528692100142,0.4190996303942071,0.0007555847403406,2026-04-24 09:31:24.260589+00
426,binance,btc,2024-08-01 01:40:00+00,2024-07-31 16:17:00+00,2024-08-01 01:40:00+00,66602.9,66820.0,64083.0,64321.1,138658.631,9061563523.8,65351.6,0.37052568,563,564,-0.03426,0.041094,0.086993,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.0938967136118936,0.7231479116279868,0.5704225352112676,1.2574097136885205,0.1648008731012806,-0.1612267528448401,0.1226760563380282,0.0132040055180348,0.0166028449237148,0.23,-0.2409381291023954,0.2003256256582064,0.0001811978966245,0.7996743743417936,8.495243581197253e-06,0.289484846367763,0.1676865463340891,0.0012592289912998,2026-04-24 09:31:24.260589+00
427,binance,btc,2024-08-01 15:27:00+00,2024-08-01 01:41:00+00,2024-08-01 15:27:00+00,64321.1,64927.2,62890.0,62890.0,170130.227,10899497860.73,64065.62,0.37242197,826,827,-0.022249,0.031672,0.0,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1889149102200885,0.5267278614321244,0.6416861826697893,1.3797572003538827,0.2083369630953026,-0.1964200501958624,0.1355035128805621,0.0125264195023265,0.017283417640964,0.24,-0.3168443161921559,0.0857740927320288,0.0004836625589157,0.9142259072679711,1.056117786397532e-05,0.3678226482706732,0.1236369590800591,0.0015649813191524,2026-04-24 09:31:24.260589+00
428,binance,btc,2024-08-01 23:43:00+00,2024-08-01 15:28:00+00,2024-08-01 23:43:00+00,62890.0,65650.0,62271.2,65271.4,177434.375,11289754547.75,63627.78,0.37011069,495,496,0.037866,0.053726,0.887948,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1028037383143302,0.4654177541410577,0.5771028037383178,0.9810045125600592,0.0628064998922451,-0.0613101072910666,0.1238785046728972,0.0167139797434009,0.0163964896492142,0.01,-0.1851598845729403,0.0645908522941677,0.0006570528905827,0.9354091477058324,5.101517048028429e-06,0.296402948474288,0.1630763954420862,0.0007565633024501,2026-04-24 09:31:24.260589+00
429,binance,btc,2024-08-02 12:08:00+00,2024-08-01 23:44:00+00,2024-08-02 12:08:00+00,65271.4,65577.0,63630.6,64744.1,124679.834,8039437900.12,64480.66,0.37012687,744,745,-0.008079,0.02982,0.572082,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0170940170934473,0.3886232948712463,0.4871794871794871,0.994252931715186,0.0747369934565997,-0.0767944592698113,0.1076923076923077,0.015856273426519,0.0157651464398194,0.02,-0.2666438961156463,0.0449212206300503,0.0009643258849996,0.9550787793699496,5.41509329955539e-06,0.2118011464664415,0.2339934788949153,0.0008030300798346,2026-04-24 09:31:24.260589+00
430,binance,btc,2024-08-02 17:57:00+00,2024-08-02 12:09:00+00,2024-08-02 17:57:00+00,64744.1,65534.3,62350.0,63112.5,189880.034,12124683989.08,63854.44,0.37001714,348,349,-0.025201,0.049183,0.239456,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1457364341036691,0.2506763246798348,0.6093023255813953,1.129796479925242,0.1435834597272764,-0.1379469701914115,0.1296744186046511,0.0150425817690608,0.0169950560446522,0.03,-0.3399795065040817,0.0230534079467959,0.0019202426665604,0.976946592053204,7.640172766956287e-06,0.3310392651142155,0.1422762328893979,0.0011326265421946,2026-04-24 09:31:24.260589+00
431,binance,btc,2024-08-03 01:08:00+00,2024-08-02 17:58:00+00,2024-08-03 01:08:00+00,63112.5,63203.2,60808.7,61051.0,130671.984,8110907358.68,62070.74,0.37002339,430,431,-0.032664,0.03794,0.10119,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.0424528556390669,0.8236658932714617,1.348325279508592,0.2432092111394727,-0.2082234690407678,0.1682598607888631,0.0142706460838671,0.0192414730046309,0.04,-0.4059815558536735,0.0082624633583444,0.0054197867718299,0.9917375366416556,1.2572904232670158e-05,0.5910552570207921,0.0537415409986699,0.0018625323972409,2026-04-24 09:31:24.260589+00
432,binance,btc,2024-08-03 15:45:00+00,2024-08-03 01:09:00+00,2024-08-03 15:45:00+00,61051.0,62166.0,60473.3,61314.7,117971.971,7260026753.32,61540.27,0.37115142,876,877,0.004319,0.027726,0.497076,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3271604938162551,-0.1179791080437277,0.7453703703703703,1.34154400823407,0.1768161215632981,-0.1604319636827947,0.1541666666666666,0.0136067574549845,0.0182540640693832,0.05,-0.2653834002683062,0.0037215166249045,0.0120079649595412,0.9879920350404588,9.02124313566666e-06,0.4942132213580497,0.0774969678402135,0.0013370930596586,2026-04-24 09:31:24.260589+00
433,binance,btc,2024-08-03 23:39:00+00,2024-08-03 15:46:00+00,2024-08-03 23:39:00+00,61314.7,61378.3,59800.0,60724.3,150781.326,9133305275.41,60573.19,0.37052005,473,474,-0.009629,0.025741,0.58563,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2355658198535797,-0.2775095485116959,0.6766743648960739,1.3623230272004,0.1688619748622101,-0.1595304404679681,0.1418013856812933,0.0129085035381681,0.0175855517529766,0.06,-0.3388450602414756,0.001679551130126,0.0262765031055071,0.9737234968944928,8.669505580815333e-06,0.4093560237974193,0.1058953177811165,0.0012850264483261,2026-04-24 09:31:24.260589+00
434,binance,btc,2024-08-04 15:26:00+00,2024-08-03 23:40:00+00,2024-08-04 15:26:00+00,60724.3,61089.5,59205.0,59327.0,134925.77,8136491807.7,60303.47,0.37045063,946,947,-0.023011,0.031034,0.064739,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3225806451505376,-0.4742246630883902,0.7419354838709677,1.4890576518312335,0.2148645005003985,-0.1967151145766942,0.1535483870967742,0.0122460817094861,0.0182351218233665,0.07,-0.404960554217328,0.0006287654409764,0.0673029304799192,0.9326970695200808,1.0911553138225235e-05,0.4899207204689137,0.07873373229166,0.0016168174106149,2026-04-24 09:31:24.260589+00
435,binance,btc,2024-08-04 22:32:00+00,2024-08-04 15:27:00+00,2024-08-04 22:32:00+00,59327.0,59569.2,57040.0,58838.6,189542.371,11101890202.68,58572.08,0.37072561,425,426,-0.008232,0.042632,0.711134,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2191570881153001,-0.6565420211859244,0.664367816091954,1.505961968037109,0.1906067161992327,-0.1823173580975342,0.1395862068965517,0.0116176531843513,0.0174957440040745,0.08,-0.4644644987955952,0.0002527871001235,0.1522205718510256,0.8477794281489744,9.665225786969506e-06,0.3945655724014432,0.1118641943515015,0.0014324058272084,2026-04-24 09:31:24.260589+00
436,binance,btc,2024-08-05 01:33:00+00,2024-08-04 22:33:00+00,2024-08-05 01:33:00+00,58838.6,59046.8,52222.0,54757.2,207828.684,11537478678.84,55514.37,0.37429858,180,181,-0.069366,0.115992,0.371469,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3347930439392821,-1.0052263320950243,0.993119266055046,2.553902922660019,0.5671422791546485,-0.3486843109090999,0.1987614678899082,0.0110214735385375,0.0281477737374812,0.09,-0.5180180489160358,4.422696493830215e-05,0.5065325433866268,0.4934674566133732,6.350752762785153e-05,0.7712876570273015,0.0237625199242842,0.0093379325225842,2026-04-24 09:31:24.260589+00
437,binance,btc,2024-08-05 05:13:00+00,2024-08-05 01:34:00+00,2024-08-05 05:13:00+00,54757.3,55173.2,52222.0,52738.2,150384.851,8130868553.68,54067.07,0.37691647,219,220,-0.036874,0.053896,0.174912,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.4414732365476823,-1.3837886345069486,0.9977116704805492,2.795253254264002,0.6180564195519243,-0.3785623024119242,0.1995881006864988,0.0104558878659162,0.0292268548629471,0.1,-0.5662162440244322,6.662939292934907e-06,0.8720205373383716,0.1279794626616283,8.191734368332439e-05,0.7753129749523502,0.0232356349259481,0.0120125518559451,2026-04-24 09:31:24.260589+00
438,binance,btc,2024-08-05 07:31:00+00,2024-08-05 05:14:00+00,2024-08-05 07:31:00+00,52738.2,53843.6,48888.0,52515.5,219173.048,11297987067.35,51548.25,0.37635536,137,138,-0.004223,0.093966,0.732,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.5263668170986856,-1.68066511463994,0.9885844748858448,2.798506812607385,0.4480197761739358,-0.2968764801329915,0.197945205479452,0.0099193261846837,0.0277593021841629,0.11,-0.6095946196219889,1.5101114780907546e-06,0.9678083061710584,0.0321916938289418,3.500792380509532e-05,0.7672633210909855,0.0242942259176635,0.0051689614749011,2026-04-24 09:31:24.260589+00
439,binance,btc,2024-08-05 11:19:00+00,2024-08-05 07:32:00+00,2024-08-05 11:19:00+00,52515.6,53200.0,50647.7,51433.3,157444.898,8191861652.59,52030.02,0.37268461,227,228,-0.020609,0.048601,0.307801,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.6020273654800314,-1.944192614289897,0.9840546697038725,2.8846597752620418,0.3798631228268221,-0.263527499649957,0.197129840546697,0.0094102990793246,0.027145511515779,0.01,-0.64863515765979,4.0435870235111205e-07,0.9911720304371906,0.0088279695628093,2.4898343457465493e-05,0.7631944212026006,0.0248369227662112,0.0036817286004331,2026-04-24 09:31:24.260589+00
440,binance,btc,2024-08-05 13:42:00+00,2024-08-05 11:20:00+00,2024-08-05 13:42:00+00,51433.4,52554.6,49501.0,50829.0,177198.185,8984863575.77,50705.17,0.37342039,142,143,-0.011751,0.05937,0.434897,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.6590335602829879,-2.1436925592321643,0.9772727272727272,2.914880246503266,0.2705070431582904,-0.1994999449422672,0.1959090909090909,0.0089273935662153,0.0260222834504095,0.02,-0.683771641893811,1.491276859503256e-07,0.9967259979356232,0.0032740020643765,1.4411570084864372e-05,0.757011372822882,0.025671586349827,0.0021343323507311,2026-04-24 09:31:24.260589+00
441,binance,btc,2024-08-05 15:50:00+00,2024-08-05 13:43:00+00,2024-08-05 15:50:00+00,50828.9,54952.3,50805.4,54251.9,164383.767,8783610503.73,53433.56,0.37317828,127,128,0.067344,0.081585,0.831103,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.6405112825186847,-2.076379337877181,0.9682539682539684,1.1079679544617262,0.0853657462342917,0.0673132213549827,0.1942857142857142,0.0222812451175417,0.0246869056865398,0.03,-0.5153944777044299,2.0879834688550645e-07,0.995421964195494,0.004578035804506,5.710654145359967e-06,0.7486207655701432,0.026823950382204,0.0008468233447118,2026-04-24 09:31:24.260589+00
442,binance,btc,2024-08-05 20:10:00+00,2024-08-05 15:51:00+00,2024-08-05 20:10:00+00,54249.1,55523.0,52520.4,54004.7,155547.676,8406278807.78,54043.1,0.37362116,259,260,-0.004505,0.055348,0.494338,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.6224103940677992,-2.0095713848382406,0.9524886877828054,1.110072501914396,0.0797112326730608,0.0668079530389409,0.1914479638009049,0.0211378451027814,0.0234645407093307,0.04,-0.563855029933987,2.916074711831559e-07,0.9936179088441672,0.0063820911558327,5.551461185939639e-06,0.733498061821285,0.0289602434094508,0.0008232361899638,2026-04-24 09:31:24.260589+00
443,binance,btc,2024-08-06 01:10:00+00,2024-08-05 20:11:00+00,2024-08-06 01:10:00+00,54004.6,56254.8,53501.1,56084.8,106852.776,5854501456.43,54790.35,0.37270233,299,300,0.038519,0.05099,0.938265,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.5724939003077134,-1.8304288943548428,0.9435665914221218,0.9535626689835716,0.210678126786291,0.1791424904833978,0.1898419864559819,0.0233444727819936,0.0222604178673684,0.05,-0.4074695269405882,7.141697298757507e-07,0.9845129745592486,0.0154870254407515,1.0685530176539517e-05,0.7246873495236195,0.0302414695311001,0.001583379170697,2026-04-24 09:31:24.260589+00
444,binance,btc,2024-08-06 08:47:00+00,2024-08-06 01:11:00+00,2024-08-06 08:47:00+00,56084.8,56197.3,54600.0,54600.1,102872.384,5721241946.87,55614.94,0.37307528,456,457,-0.026472,0.02848,6.3e-05,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.5499877887672766,-1.7472058310433631,0.9346846846846848,1.0276380051592249,0.0947230935515397,0.0832230633114796,0.1882432432432432,0.0221465114300721,0.0227585969299991,0.06,-0.4667225742465294,1.0827242513309932e-06,0.976706893801806,0.0232931061981939,5.984184315110408e-06,0.7157391379982806,0.0315713904292335,0.0008873489262078,2026-04-24 09:31:24.260589+00
445,binance,btc,2024-08-06 14:29:00+00,2024-08-06 08:48:00+00,2024-08-06 14:29:00+00,54600.1,56599.0,54288.0,56162.0,134910.193,7458489170.37,55284.85,0.37346759,341,342,0.028606,0.042326,0.810904,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.5056534092106434,-1.589440705689814,0.9348314606741572,0.9459316976083308,0.1788228326430103,0.157765125353549,0.1882696629213483,0.0228247988248518,0.0215907007945538,0.07,-0.3200503168218764,2.382867624519409e-06,0.9501311528470652,0.0498688471529347,9.11221306638114e-06,0.7158884270918999,0.0315489600276154,0.0013505581766663,2026-04-24 09:31:24.260589+00
446,binance,btc,2024-08-06 21:40:00+00,2024-08-06 14:30:00+00,2024-08-06 21:40:00+00,56162.0,56999.9,55704.0,56346.5,127124.759,7175485870.3,56444.44,0.37300324,430,431,0.003285,0.023074,0.495794,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.4643106353590974,-1.44392723911786,0.905829596412556,0.9448484947172738,0.1560540701602419,0.1455134665719539,0.18304932735426,0.0216783296550029,0.0204827372369992,0.08,-0.1880452851396888,4.932615771239448e-06,0.90199904127024,0.09800095872976,8.13172255100746e-06,0.6854964555214238,0.0362935050272516,0.0012054096805404,2026-04-24 09:31:24.260589+00
447,binance,btc,2024-08-07 05:30:00+00,2024-08-06 21:41:00+00,2024-08-07 05:30:00+00,56345.5,57249.0,55516.3,56906.6,111382.248,6293267292.27,56501.53,0.37316675,469,470,0.009958,0.030751,0.802389,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.4201628347970348,-1.2914176608827734,0.8791946308724832,0.9341066127477584,0.1567200313304984,0.1525095782350867,0.1782550335570469,0.020802369190523,0.0194316307150985,0.09,-0.0692407566257199,1.0574142977712244e-05,0.8110869345275443,0.1889130654724557,8.158844517803395e-06,0.6561024493412756,0.0412502406742053,0.0012094252882673,2026-04-24 09:31:24.260589+00
448,binance,btc,2024-08-07 14:30:00+00,2024-08-07 05:31:00+00,2024-08-07 14:30:00+00,56906.6,57699.0,56150.0,56266.5,131413.543,7496011267.68,57041.39,0.37281137,539,540,-0.011248,0.02722,0.07521,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3901510176893747,-1.1887854956894146,0.828125,0.9515307860138336,0.1001793189877535,0.1026321651933588,0.1690625,0.0197348602109298,0.0187783271435322,0.1,-0.1623166809631479,1.7664649068847035e-05,0.7198923066602717,0.2801076933397282,6.149685874508569e-06,0.5964331462646254,0.0526189533477137,0.0009118676594014,2026-04-24 09:31:24.260589+00
449,binance,btc,2024-08-07 20:53:00+00,2024-08-07 14:31:00+00,2024-08-07 20:53:00+00,56266.6,56414.4,54613.0,54708.0,129668.943,7198602909.98,55515.24,0.3735278,382,383,-0.0277,0.032015,0.052737,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3837689833930811,-1.1659004869680658,0.8351893095768375,1.0632543927037648,0.0225496071175354,0.0228850087213488,0.1703340757238307,0.0187221322714707,0.0199063894847476,0.11,-0.2460850128668331,1.98060672367595e-05,0.6962497120097076,0.3037502879902924,4.171411309730025e-06,0.6049053272532504,0.0508857359800742,0.0006187118715205,2026-04-24 09:31:24.260589+00
450,binance,btc,2024-08-08 04:10:00+00,2024-08-07 20:54:00+00,2024-08-08 04:10:00+00,54708.0,57688.8,54519.8,57023.1,116958.988,6566598393.46,56144.45,0.3739903,436,437,0.042317,0.057926,0.789934,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3427798945031355,-1.0307622577863769,0.9155555555555556,0.85553716729752,0.1469744541969477,0.1351382291816889,0.1848,0.0220736864101047,0.0188848592286684,0.12,-0.1214765115801498,3.892591959978364e-05,0.538377191695022,0.461622808304978,7.770815066983961e-06,0.6958848476962234,0.0346304450113267,0.0011519716059206,2026-04-24 09:31:24.260589+00
451,binance,btc,2024-08-08 13:52:00+00,2024-08-08 04:11:00+00,2024-08-08 13:52:00+00,57023.1,58500.0,56636.9,56971.5,135209.073,7769863351.17,57465.55,0.37381028,581,582,-0.000905,0.032673,0.179593,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3333333333222222,-0.9158038515028136,0.8824833702882483,0.8556463870565668,0.1184230355843711,0.1149584062835633,0.1788470066518847,0.0209409376236709,0.0179180377048356,0.13,-0.2093288604221348,6.91599638486671e-05,0.3962820909067265,0.6037179090932735,6.737028813241154e-06,0.6598030914474444,0.0406047979846786,0.0009988717229599,2026-04-24 09:31:24.260589+00
452,binance,btc,2024-08-08 21:58:00+00,2024-08-08 13:53:00+00,2024-08-08 21:58:00+00,56971.6,61278.9,56869.4,61014.6,178361.112,10548302045.65,59140.15,0.38026498,485,486,0.070965,0.077398,0.940061,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3333333333222222,-0.635979127149847,0.9977876106194692,0.5780527215451952,0.3959486854674945,0.2798247243529665,0.1996017699115044,0.0294065617426257,0.0169985431044169,0.14,-0.0883959743799213,0.0002801526772036,0.1394213505506044,0.8605786494493955,2.698353867575608e-05,0.7753791129489032,0.0232270188974752,0.0039888456728028,2026-04-24 09:31:24.260589+00
453,binance,btc,2024-08-09 08:13:00+00,2024-08-08 21:59:00+00,2024-08-09 08:13:00+00,61014.5,62737.2,60555.0,60590.8,156318.634,9596392493.62,61389.95,0.37356944,614,615,-0.006944,0.035765,0.016405,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3333333333222222,-0.4257580426323519,0.9867549668874172,0.5834272078734816,0.2774461309336884,0.210221084517495,0.1976158940397351,0.0278975139783202,0.0162761687453255,0.15,-0.1795563769419292,0.000801046483572,0.0535952550766394,0.9464047449233606,1.4920353569281262e-05,0.7656258500990455,0.0245120055141137,0.0022095170715599,2026-04-24 09:31:24.260589+00
454,binance,btc,2024-08-09 15:51:00+00,2024-08-09 08:14:00+00,2024-08-09 15:51:00+00,60590.9,61184.9,59500.0,59885.1,134742.029,8134670488.28,60372.18,0.37365694,457,458,-0.011649,0.027808,0.22856,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.2822356205935816,0.973568281938326,0.599984917562013,0.1774615588521714,0.1435224220387702,0.1952422907488986,0.0264659055683631,0.0158791442306368,0.01,-0.2616007392477363,0.0016403923266125,0.0268879266338709,0.9731120733661291,9.050403132804848e-06,0.7535881006262247,0.0261389674517154,0.0013414092808886,2026-04-24 09:31:24.260589+00
455,binance,btc,2024-08-10 01:09:00+00,2024-08-09 15:52:00+00,2024-08-10 01:09:00+00,59882.8,61450.0,59705.9,60653.2,110450.301,6676979561.7,60452.34,0.3734332,557,558,0.012865,0.029125,0.543145,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.1279771993014708,0.9648351648351648,0.5924016466231484,0.1815576947853751,0.1542584212921108,0.1936703296703296,0.0254291643947493,0.0150642789189403,0.02,-0.1354406653229626,0.0035406924202795,0.0126157405063938,0.9873842594936062,9.237670968337888e-06,0.7453902306794442,0.0272738075942978,0.0013691275159336,2026-04-24 09:31:24.260589+00
456,binance,btc,2024-08-10 18:59:00+00,2024-08-10 01:10:00+00,2024-08-10 18:59:00+00,60653.1,61200.0,60208.5,60928.0,84572.459,5130696288.07,60666.28,0.37344264,1069,1070,0.004532,0.016347,0.725668,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.0124373330901732,0.9517543859649122,0.5913643574000991,0.1561327195181965,0.1404145323916441,0.1913157894736842,0.0241665389021201,0.0142912298075732,0.03,-0.0218965987906663,0.0071192135888702,0.0062918608871245,0.99288078641113,8.1349209276168e-06,0.7327797451632301,0.0290636706811891,0.0012058832255146,2026-04-24 09:31:24.260589+00
457,binance,btc,2024-08-11 12:55:00+00,2024-08-10 19:00:00+00,2024-08-11 12:55:00+00,60928.0,62000.0,60188.0,60444.0,95121.472,5801031254.03,60985.51,0.37400106,1075,1076,-0.007944,0.02974,0.14128,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.1075431429769444,0.925601750547046,0.6015093655339677,0.1000506913179242,0.0951058098867711,0.1866083150984682,0.0229263918281293,0.0137904394626721,0.04,-0.1197069389115997,0.0114044205098665,0.0039200789015544,0.9885955794901332,6.145732071551897e-06,0.7064094158667251,0.0329898595910578,0.0009112819251423,2026-04-24 09:31:24.260589+00
458,binance,btc,2024-08-11 22:59:00+00,2024-08-11 12:56:00+00,2024-08-11 22:59:00+00,60443.9,60736.6,58255.4,58961.0,115155.691,6846017346.87,59450.1,0.3735325,603,604,-0.024533,0.04105,0.284379,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.1210893832356247,0.8930131004366813,0.7016114914079072,0.01352061101184,0.0135462402586803,0.1807423580786026,0.0217498850119081,0.0152599693313164,0.05,-0.2077362450204398,0.0121938700424841,0.0036643000424301,0.9878061299575158,3.987281322019133e-06,0.6715194829292355,0.0386027008408603,0.0005914173952539,2026-04-24 09:31:24.260589+00
459,binance,btc,2024-08-12 08:49:00+00,2024-08-11 23:00:00+00,2024-08-12 08:49:00+00,58960.9,59055.0,57615.0,58527.2,89165.564,5214900860.18,58485.59,0.373716,589,590,-0.007356,0.024423,0.633472,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.1144105189214786,0.8518518518518519,0.7106807857446843,0.0063409781559779,-0.0066788643141461,0.1733333333333333,0.0206337526453164,0.014664011613903,0.06,-0.2869626205183958,0.0117981130830129,0.0037882615849386,0.9882018869169872,3.846684475391469e-06,0.6246328114999303,0.0470093193181486,0.0005705750493917,2026-04-24 09:31:24.260589+00
460,binance,btc,2024-08-12 15:30:00+00,2024-08-12 08:50:00+00,2024-08-12 15:30:00+00,58527.2,60666.0,57774.0,59484.0,182708.985,10825123480.88,59247.9,0.37354604,400,401,0.016348,0.049413,0.591286,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.1538954080080323,0.8369565217391305,0.6874832388389773,0.0368907444980783,0.0394848890865537,0.1706521739130435,0.0202354065464548,0.0139115029005285,0.07,-0.1582663584665562,0.0143362643772169,0.0031116766943077,0.985663735622783,4.4815089052891e-06,0.6070151310692473,0.0504606758230926,0.0006646757871648,2026-04-24 09:31:24.260589+00
461,binance,btc,2024-08-12 23:37:00+00,2024-08-12 15:31:00+00,2024-08-12 23:37:00+00,59484.8,60390.8,58403.9,59497.1,98850.145,5864739683.47,59329.6,0.37442619,486,487,0.000207,0.033402,0.550204,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.1880879265172973,0.7744034707158352,0.6874787158479536,0.0304800993274687,0.0341925185092649,0.1593926247288503,0.0191971185136787,0.0131976104525127,0.08,-0.0424397226199006,0.0169638653072524,0.0026239694495293,0.9830361346927476,4.3401404721863324e-06,0.5304665483443805,0.0677347930311867,0.0006437221090003,2026-04-24 09:31:24.260589+00
