,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,vwap,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
4568,binance,btc,2024-10-07 12:26:00+00,2024-10-07 11:07:00+00,2024-10-07 12:26:00+00,62701.4,63171.0,62621.9,63035.4,15906.402,1000330746.16,62888.56,79,80,0.005327,0.008757,0.75305,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4307938366353226,1.3575629661485182,0.342,0.8958895203819986,0.0765180905823008,-0.0778404804165893,0.08156,0.0043854739554853,0.0039289002482164,0.18,0.1932725099555651,0.8566591593795077,7.596503918178688e-06,0.1433408406204924,5.4635324385334914e-06,0.1150667320455498,0.3869858238606645,0.0008102075706583,2026-04-24 09:30:05.518293+00
4569,binance,btc,2024-10-07 13:48:00+00,2024-10-07 12:27:00+00,2024-10-07 13:48:00+00,63035.4,63570.3,62800.0,63454.0,17123.047,1080991090.99,63130.77,81,82,0.006641,0.01222,0.84902,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.2765068187095201,1.3472230093043682,0.454,0.8003188471433226,0.0107705314384912,-0.01033995684415,0.10172,0.004657246269361,0.0037272820451894,0.19,0.2739452589600086,0.850192931598843,7.999567772979293e-06,0.149807068401157,3.9328300542946445e-06,0.1854274192929822,0.2650274005334812,0.0005833455374695,2026-04-24 09:30:05.518293+00
4570,binance,btc,2024-10-07 14:15:00+00,2024-10-07 13:49:00+00,2024-10-07 14:15:00+00,63454.0,63900.0,63269.0,63814.6,16337.213,1039168096.86,63607.43,26,27,0.005683,0.009944,0.864659,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.2387808956764902,1.3787472646512002,0.498,0.7416397295619818,0.0335054642126111,0.031524255346832,0.10964,0.004767827299812,0.0035360102233947,0.2,0.3465507330640078,0.8691809570996593,6.833024502237509e-06,0.1308190429003408,4.406291794128879e-06,0.2209738922201878,0.2244359857309265,0.000653527189519,2026-04-24 09:30:05.518293+00
4571,binance,btc,2024-10-07 14:26:00+00,2024-10-07 14:16:00+00,2024-10-07 14:26:00+00,63814.5,64448.2,63808.0,64069.7,17568.658,1127215345.17,64160.58,10,11,0.003999,0.010032,0.408779,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.298368275589701,1.4251761460545098,0.476,0.7143720559270861,0.0484879594330914,0.0464288814033095,0.10568,0.0046958076556898,0.0033545538406705,0.21,0.411895659757607,0.8933933173684687,5.417445585836504e-06,0.1066066826315313,4.749054787138767e-06,0.2026198464311304,0.2441611009052029,0.0007043291417762,2026-04-24 09:30:05.518293+00
4572,binance,btc,2024-10-07 14:55:00+00,2024-10-07 14:27:00+00,2024-10-07 14:55:00+00,64069.8,64346.0,63919.9,64029.9,15604.838,1000133139.05,64091.22,28,29,-0.000623,0.006651,0.258155,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4493856377525729,1.438555123530786,0.37,0.7157325586575409,0.0132614383260876,0.0133789774762762,0.0866,0.0044548342938106,0.0031884700190777,0.22,0.2707060937818463,0.8995988804643583,5.0669034588634e-06,0.1004011195356416,3.982117716935322e-06,0.1301084743629978,0.3543436937742045,0.0005906519478185,2026-04-24 09:30:05.518293+00
4573,binance,btc,2024-10-07 15:30:00+00,2024-10-07 14:56:00+00,2024-10-07 15:30:00+00,64029.9,64076.1,63453.0,63781.7,15868.42,1011228637.53,63725.86,34,35,-0.003876,0.009731,0.527524,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5526233602237383,1.3968481692104655,0.274,0.7724809062116542,0.0393364065056053,-0.0417069543203205,0.06932,0.0042262268901208,0.0032646796551847,0.23,0.1436354844036616,0.879132513232286,6.241767965927066e-06,0.1208674867677139,4.536646368941243e-06,0.0847105657307357,0.4700359482354282,0.0006728480445637,2026-04-24 09:30:05.518293+00
4574,binance,btc,2024-10-07 17:01:00+00,2024-10-07 15:31:00+00,2024-10-07 17:01:00+00,63781.8,63874.3,63385.3,63844.2,15770.408,1004404178.62,63689.17,90,91,0.000978,0.007667,0.938446,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5620209222044144,1.358662188472057,0.21,0.7701862701481067,0.0344458140429271,-0.0381859807384081,0.0578,0.0040212960232916,0.003097147062359,0.24,0.2292719359632955,0.8573327281995903,7.554867524109737e-06,0.1426672718004098,4.427057761045489e-06,0.0629733560569964,0.549833997312478,0.0006566051230291,2026-04-24 09:30:05.518293+00
4575,binance,btc,2024-10-07 18:40:00+00,2024-10-07 17:02:00+00,2024-10-07 18:40:00+00,63844.1,63885.0,63155.0,63248.0,15981.693,1014588231.81,63484.4,98,99,-0.009337,0.011434,0.127397,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4712083349243171,1.2308530624682148,0.258,1.094542483384165,0.1200951980413533,-0.1278091260038425,0.06644,0.0038149363738137,0.0041756100420009,0.25,0.1063447423669659,0.7602891310864183,1.431389768828319e-05,0.2397108689135817,6.793591589729318e-06,0.0787103371705352,0.4900013331200346,0.0010072496644028,2026-04-24 09:30:05.518293+00
4576,binance,btc,2024-10-07 19:21:00+00,2024-10-07 18:41:00+00,2024-10-07 19:21:00+00,63248.0,63379.3,62700.0,63226.3,16084.29,1013404283.15,63005.85,40,41,-0.000343,0.01074,0.774768,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4093820937387832,1.11701219182315,0.198,1.094953076871963,0.1020711280748774,-0.1138408706450648,0.05564,0.0036191664209624,0.0039628175178398,0.26,-0.0042897318697306,0.6422310996740599,2.5290385611234326e-05,0.3577689003259401,6.20813165635675e-06,0.0595243659765014,0.5646362918030291,0.0009205260023924,2026-04-24 09:30:05.518293+00
4577,binance,btc,2024-10-07 22:05:00+00,2024-10-07 19:22:00+00,2024-10-07 22:05:00+00,63226.2,63434.9,62950.0,63217.0,15951.7,1008300092.7,63209.57,163,164,-0.000146,0.007669,0.550629,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3440056932514289,1.0162576178659293,0.15,1.0950368923061176,0.0863532888012637,-0.1007545739572206,0.047,0.0034334427364323,0.0037597465735176,0.27,-0.1038607586827576,0.520310839478914,4.1853717160961205e-05,0.479689160521086,5.738921283879902e-06,0.0474258731775667,0.6224593312018546,0.0008510114882313,2026-04-24 09:30:05.518293+00
4578,binance,btc,2024-10-07 23:02:00+00,2024-10-07 22:06:00+00,2024-10-07 23:02:00+00,63217.0,63310.6,62091.8,62222.7,16447.74,1029145532.86,62570.63,56,57,-0.015728,0.01928,0.107401,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3333333333222222,0.7878943583048229,0.884,1.888908143961088,0.3139708251553576,-0.2283632595611063,0.17912,0.0032572497788662,0.0061526458231067,0.28,-0.1934746828144818,0.2572085263117909,0.0001310930878022,0.7427914736882091,1.790977716034675e-05,0.6615031592029524,0.0403104154227092,0.0026510474791024,2026-04-24 09:30:05.518293+00
4579,binance,btc,2024-10-08 00:03:00+00,2024-10-07 23:03:00+00,2024-10-08 00:03:00+00,62222.7,62643.0,62126.2,62292.3,16054.389,1001828466.31,62402.15,60,61,0.001119,0.008306,0.321401,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3333333333222222,0.609175061176376,0.828,1.8766666709796829,0.2296134367483747,-0.1787192971284469,0.16904,0.0031102551315028,0.0058369123312015,0.29,-0.0741272145330336,0.1241042983386082,0.0003203182018697,0.8758957016613917,1.174662534915423e-05,0.5962826992967878,0.0526501184353029,0.0017403401913409,2026-04-24 09:30:05.518293+00
4580,binance,btc,2024-10-08 02:23:00+00,2024-10-08 00:04:00+00,2024-10-08 02:23:00+00,62292.4,62703.0,62126.3,62423.8,16310.67,1018922804.05,62469.71,139,140,0.002109,0.009258,0.515866,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3333333333222222,0.4789325164332683,0.752,1.83049989276084,0.1570267760149869,-0.1302425447431076,0.15536,0.0030250649451797,0.005537381240796,0.3,0.0332855069202697,0.068795702168166,0.0006141465869081,0.931204297831834,8.171367427373786e-06,0.502499979166875,0.0751601094821266,0.0012112793868023,2026-04-24 09:30:05.518293+00
4581,binance,btc,2024-10-08 04:56:00+00,2024-10-08 02:24:00+00,2024-10-08 04:56:00+00,62423.8,62794.0,62395.8,62710.1,16449.287,1030027499.11,62618.37,152,153,0.004586,0.006379,0.789302,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2319999999922667,0.4105800734168524,0.674,1.6344797427891151,0.0776220638239293,-0.0683524430164159,0.14132,0.00321400186072,0.0052532210980814,0.01,0.1299569562282427,0.0498737701556331,0.0008641493977252,0.9501262298443668,5.493773627811725e-06,0.4061268970658573,0.1071680704865281,0.0008146885203126,2026-04-24 09:30:05.518293+00
4582,binance,btc,2024-10-08 06:36:00+00,2024-10-08 04:57:00+00,2024-10-08 06:36:00+00,62710.1,62715.3,62160.0,62383.9,16141.203,1007206580.18,62399.72,99,100,-0.005202,0.008855,0.403205,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2293333333256889,0.303891056457025,0.672,1.7216529435740415,0.1202599180877701,-0.1066890169598273,0.14096,0.0030490698851683,0.0052494403151284,0.02,0.0169612606054184,0.0298708905926722,0.0014723011877338,0.9701291094073278,6.799189060018972e-06,0.4037173007032121,0.1081286667620035,0.001008078740554,2026-04-24 09:30:05.518293+00
4583,binance,btc,2024-10-08 08:23:00+00,2024-10-08 06:37:00+00,2024-10-08 08:23:00+00,62383.8,62488.6,61941.0,62261.7,16146.218,1004472696.59,62211.02,106,107,-0.001957,0.008778,0.585646,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1333333333288888,0.196170229248305,0.6,1.7349459249713162,0.1156326231494355,-0.10772082720872,0.128,0.002892601674648,0.0050185076614904,0.03,-0.0847348654551233,0.0176510927594566,0.0025203068112534,0.9823489072405436,6.643686664732877e-06,0.320821300824607,0.1480471980316894,0.0009850458048042,2026-04-24 09:30:05.518293+00
4584,binance,btc,2024-10-08 11:43:00+00,2024-10-08 08:24:00+00,2024-10-08 11:43:00+00,62261.7,62617.6,62260.0,62598.0,16167.522,1009626102.51,62447.8,199,200,0.005401,0.005743,0.94519,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0026666666665777,0.1562566573650454,0.498,1.4740313859280143,0.0406091609162972,-0.0399135718832596,0.10964,0.0032299001891292,0.0047609743995945,0.04,0.0237386210903889,0.0145040554751822,0.003075267797261,0.9854959445248176,4.565608476895749e-06,0.2209738922201878,0.2244359857309265,0.0006771406407955,2026-04-24 09:30:05.518293+00
4585,binance,btc,2024-10-08 13:35:00+00,2024-10-08 11:44:00+00,2024-10-08 13:35:00+00,62598.0,62846.3,62307.0,62837.9,16764.226,1048673891.09,62554.27,111,112,0.003832,0.008615,0.984424,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1386666666620444,0.1579069672481674,0.396,1.3710690937776382,0.0015956812822809,0.001650309883122,0.09128,0.0032942590411617,0.0045166568953413,0.05,0.12136475898135,0.0146224742717032,0.0030500735595917,0.9853775257282968,3.756490740429756e-06,0.1455423289369652,0.3251947274176864,0.0005572041027184,2026-04-24 09:30:05.518293+00
4586,binance,btc,2024-10-08 14:06:00+00,2024-10-08 13:36:00+00,2024-10-08 14:06:00+00,62838.0,63178.7,62622.1,62847.3,15954.757,1003558110.19,62900.24,30,31,0.000148,0.008858,0.404599,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2746666666575111,0.1587817936819543,0.294,1.3709120754434074,0.0008057935178852,0.0008748264337868,0.07292,0.003125566474537,0.004284876959635,0.06,0.209228283083215,0.0146856336373542,0.003036801697579,0.9853143663626458,3.741684023933664e-06,0.0927929531171569,0.4452207648927852,0.0005550090181098,2026-04-24 09:30:05.518293+00
4587,binance,btc,2024-10-08 14:33:00+00,2024-10-08 14:07:00+00,2024-10-08 14:33:00+00,62847.4,62880.0,62138.6,62181.6,17247.843,1078326030.72,62519.47,26,27,-0.010594,0.011797,0.057998,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2426666666585778,0.0555294074038579,0.682,1.7802097507741153,0.1163776076710934,-0.1032523862780963,0.14276,0.0029651727113398,0.0052786295514775,0.07,0.0883054547748935,0.0088158162598804,0.0050785043461256,0.9911841837401196,6.6684798660772725e-06,0.4158094770645927,0.1034004514582495,0.0009887182318756,2026-04-24 09:30:05.518293+00
4588,binance,btc,2024-10-08 15:21:00+00,2024-10-08 14:34:00+00,2024-10-08 15:21:00+00,62182.1,62808.3,62182.1,62586.7,16002.774,1001511607.6,62583.63,47,48,0.006507,0.01007,0.646119,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1253333333291555,0.0328932563240709,0.594,1.4378575608998856,0.0241207837657922,-0.022636151079787,0.12692,0.0034827841675518,0.0050077476920826,0.08,0.1794749092974042,0.0078798627614597,0.0056836245801629,0.9921201372385404,4.204310348461816e-06,0.3143198860617461,0.1518711636566593,0.0006235884988009,2026-04-24 09:30:05.518293+00
4589,binance,btc,2024-10-08 15:42:00+00,2024-10-08 15:22:00+00,2024-10-08 15:42:00+00,62586.7,62600.0,61836.0,62178.8,16598.531,1031057917.6,62117.42,20,21,-0.006517,0.012207,0.448691,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2079999999930667,-0.0504891710500279,0.656,1.568143250057206,0.0914606615430146,-0.0833824273740989,0.13808,0.0033040591704712,0.0051812382427783,0.09,0.0615274183676637,0.0052074400285839,0.0085983097713303,0.9914016902286696,5.8873617569866455e-06,0.3846162436088178,0.1160889220689948,0.0008730042988814,2026-04-24 09:30:05.518293+00
4590,binance,btc,2024-10-08 17:03:00+00,2024-10-08 15:43:00+00,2024-10-08 17:03:00+00,62178.9,62571.8,61988.1,62464.4,16155.753,1006490998.46,62299.23,80,81,0.004592,0.009387,0.816001,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0826666666639111,-0.0736577202846514,0.562,1.4233818470095314,0.0240602047071825,-0.0231685492346234,0.12116,0.0034532926298963,0.0049153541841444,0.1,0.1553746765308974,0.0046404688588483,0.0096441634719075,0.9903558365280924,4.203037080842296e-06,0.2809003425836162,0.173646647019005,0.0006233997631139,2026-04-24 09:30:05.518293+00
4591,binance,btc,2024-10-08 18:49:00+00,2024-10-08 17:04:00+00,2024-10-08 18:49:00+00,62464.3,62521.0,61906.0,61912.4,16381.122,1019340981.31,62226.57,105,106,-0.008835,0.009846,0.010407,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3013333333232889,-0.1811957110797163,0.726,1.6613599358662805,0.122739071967299,-0.1075379907950648,0.15068,0.0032760810412635,0.0054427499547424,0.11,0.0398372088778076,0.0027157205355145,0.0163986536111266,0.9836013463888734,6.883994186007324e-06,0.4700359482354282,0.0847105657307357,0.0010206395881837,2026-04-24 09:30:05.518293+00
4592,binance,btc,2024-10-08 20:32:00+00,2024-10-08 18:50:00+00,2024-10-08 20:32:00+00,61912.4,62332.4,61843.6,62280.6,16114.531,1001008671.04,62118.39,102,103,0.005947,0.007895,0.894026,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1919999999936,-0.2086231708582052,0.644,1.4225215596313905,0.0295756173260933,-0.0274274597784888,0.13592,0.0036297838864495,0.0051634459775293,0.12,0.1358534879900269,0.0023685266345923,0.0187637922282901,0.9812362077717096,4.320556977959334e-06,0.3705168880326052,0.1223888868230488,0.0006408193678704,2026-04-24 09:30:05.518293+00
4593,binance,btc,2024-10-09 00:43:00+00,2024-10-08 20:33:00+00,2024-10-09 00:43:00+00,62280.5,62544.6,61962.8,62050.1,16118.64,1002953182.78,62223.19,250,251,-0.003699,0.009342,0.150052,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1359999999954666,-0.2678042728902094,0.602,1.462706364842406,0.062090569619397,-0.0591811020320042,0.12836,0.0034435153486076,0.0050368519641115,0.13,0.0222681391910242,0.0017629163282802,0.0250630381913051,0.9749369618086948,5.083288134439987e-06,0.3230041437614769,0.1467903398013824,0.0007538619490623,2026-04-24 09:30:05.518293+00
4594,binance,btc,2024-10-09 04:09:00+00,2024-10-09 00:44:00+00,2024-10-09 04:09:00+00,62050.1,62478.6,61996.4,62375.3,16081.189,1001984178.76,62307.84,205,206,0.005241,0.007771,0.785774,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0053333333331555,-0.2607867487034079,0.496,1.305137827333198,0.006986334082638,0.0070175241868015,0.10928,0.0036612050486311,0.0047783773331055,0.14,0.1200413252719218,0.0018257559324023,0.0242198146336146,0.9757801853663854,3.85911687813618e-06,0.2192572520878717,0.2261814257305462,0.0005724180873896,2026-04-24 09:30:05.518293+00
4595,binance,btc,2024-10-09 08:23:00+00,2024-10-09 04:10:00+00,2024-10-09 08:23:00+00,62375.2,62520.9,62100.0,62122.8,16178.298,1008737993.64,62351.31,253,254,-0.004046,0.006748,0.05417,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0293333333323555,-0.2958495085343247,0.478,1.356381265205204,0.0344476045234888,-0.0350627598309167,0.10604,0.0034733240803745,0.0047111518462442,0.15,0.0080371927447296,0.0015326127334617,0.0287274932465076,0.9712725067534924,4.427097393851768e-06,0.2042403022840917,0.2423203609962951,0.0006566109973892,2026-04-24 09:30:05.518293+00
4596,binance,btc,2024-10-09 12:06:00+00,2024-10-09 08:24:00+00,2024-10-09 12:06:00+00,62122.8,62250.0,62004.4,62091.7,16197.656,1006231720.59,62122.06,222,223,-0.000501,0.003953,0.355456,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1653333333278222,-0.3279288646013542,0.376,1.357232313027558,0.0300191060988856,-0.0320793560670295,0.08768,0.0032950845437679,0.0044721953526828,0.16,-0.0927665265297433,0.001305784902457,0.0335576862050139,0.966442313794986,4.330148159056421e-06,0.1335417225332124,0.3475105378072555,0.0006422410118587,2026-04-24 09:30:05.518293+00
4597,binance,btc,2024-10-09 12:58:00+00,2024-10-09 12:07:00+00,2024-10-09 12:58:00+00,62091.7,62148.2,61735.0,61947.2,16423.47,1016505119.06,61893.44,51,52,-0.002327,0.006655,0.513553,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2666666666577778,-0.3766465198219346,0.3,1.3775457063143135,0.0441149452982642,-0.0487176552205804,0.074,0.003125991672337,0.0043061965439568,0.17,-0.183489873876769,0.0010237766410131,0.0424208903483482,0.9575791096516516,4.646343834157626e-06,0.0953494648991094,0.4378234991142019,0.0006891065754056,2026-04-24 09:30:05.518293+00
4598,binance,btc,2024-10-09 14:03:00+00,2024-10-09 12:59:00+00,2024-10-09 14:03:00+00,61947.2,62098.0,61662.1,61798.2,17338.114,1072929847.82,61882.73,64,65,-0.002405,0.007037,0.312228,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3306666666556444,-0.4394487993001655,0.252,1.401275610413093,0.0552282786268016,-0.0628022794782309,0.06536,0.0029655760893911,0.0041555895850156,0.18,-0.2651408864890921,0.0007480861875393,0.0571754282342119,0.942824571765788,4.911832250250111e-06,0.0765621973518121,0.4975000208331249,0.0007284530911522,2026-04-24 09:30:05.518293+00
4599,binance,btc,2024-10-09 15:15:00+00,2024-10-09 14:04:00+00,2024-10-09 15:15:00+00,61798.2,62129.4,61600.1,62071.1,16504.679,1020934408.84,61857.27,71,72,0.004416,0.008565,0.889855,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4399642013280717,0.196,1.255706822614051,0.0004335779836704,-0.0005154020279061,0.05528,0.0031395372202242,0.003942338432857,0.19,-0.1386267978401829,0.0007461622803485,0.0573145042015325,0.9426854957984676,3.7347269611766384e-06,0.0589670134647917,0.5670929049654543,0.00055397763547,2026-04-24 09:30:05.518293+00
4600,binance,btc,2024-10-09 16:14:00+00,2024-10-09 15:16:00+00,2024-10-09 16:14:00+00,62071.1,62386.0,62025.2,62051.6,16222.262,1009378986.36,62221.84,58,59,-0.000314,0.005813,0.073171,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4406985144287187,0.146,1.2561498759414806,0.000592212737155,-0.000734313100647,0.04628,0.0029784265244346,0.0037413502347844,0.2,-0.2247641180561646,0.0007434297527448,0.0575131999668268,0.9424868000331732,3.7376904126692473e-06,0.0465304745147314,0.6271477663131956,0.000554416966597,2026-04-24 09:30:05.518293+00
4601,binance,btc,2024-10-09 17:13:00+00,2024-10-09 16:15:00+00,2024-10-09 17:13:00+00,62051.7,62073.8,61660.5,61855.6,16286.026,1006441103.49,61797.83,58,59,-0.00316,0.006661,0.472054,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4727774343764169,0.126,1.3050953200840936,0.0257640821630783,-0.0320789199476981,0.04268,0.0028255834982018,0.0036876559305195,0.21,-0.3022877062505482,0.0006333288873938,0.0668501140304087,0.9331498859695913,4.238997191252204e-06,0.0422897718420337,0.6502185485738271,0.0006287300812331,2026-04-24 09:30:05.518293+00
4602,binance,btc,2024-10-09 18:21:00+00,2024-10-09 17:14:00+00,2024-10-09 18:21:00+00,61855.5,61886.0,61215.0,61344.5,16311.338,1003690074.12,61533.28,67,68,-0.008261,0.010848,0.192996,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2213333333259555,-0.5864886325469706,0.334,1.631361569304983,0.1085580533502209,-0.1137111981705537,0.08012,0.0026805838719912,0.0043730016752013,0.22,-0.3720589356254934,0.0003587797000175,0.112290345417729,0.887709654582271,6.412789860580243e-06,0.1110559667114075,0.3965167501352737,0.0009508435413136,2026-04-24 09:30:05.518293+00
4603,binance,btc,2024-10-09 19:25:00+00,2024-10-09 18:22:00+00,2024-10-09 19:25:00+00,61344.4,61460.0,60868.3,60873.5,16715.251,1022443502.4,61168.3,63,64,-0.007676,0.009646,0.008788,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0293333333323555,-0.7587701672230477,0.522,1.892077542813709,0.1805151764289999,-0.1722815346760771,0.11396,0.0025430251483816,0.0048116009632711,0.23,-0.434853042062944,0.0001516398149822,0.2303831211434894,0.7696168788565104,9.189644483041988e-06,0.2423203609962951,0.2042403022840917,0.0013620190762137,2026-04-24 09:30:05.518293+00
4604,binance,btc,2024-10-09 20:50:00+00,2024-10-09 19:26:00+00,2024-10-09 20:50:00+00,60873.6,61124.2,60611.2,60650.1,17621.424,1073277819.33,60907.55,84,85,-0.003672,0.008427,0.075828,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0186666666660444,-0.9314621480764744,0.486,1.952488380530363,0.1769126669953883,-0.1726919808534267,0.10748,0.0024125254847921,0.0047104281720387,0.24,-0.4913677378566496,6.395219578116983e-05,0.4151563720143307,0.5848436279856694,9.025598946694166e-06,0.2108182934777471,0.2350521962362353,0.0013377378029552,2026-04-24 09:30:05.518293+00
4605,binance,btc,2024-10-09 21:17:00+00,2024-10-09 20:51:00+00,2024-10-09 21:17:00+00,60650.1,60752.6,60251.9,60645.1,16745.999,1012880149.85,60484.9,26,27,-8.2e-05,0.008256,0.785301,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1928711810617256,-1.0613173161475156,0.384,1.9525216041567013,0.1263820966102055,-0.1298551680710411,0.08912,0.0022887226335434,0.0044687805831682,0.25,-0.5422309640709847,3.341117969853169e-05,0.5760518663014864,0.4239481336985136,7.0105350895793466e-06,0.138238273172494,0.3384968407970475,0.0010393815158837,2026-04-24 09:30:05.518293+00
4606,binance,btc,2024-10-10 00:10:00+00,2024-10-09 21:18:00+00,2024-10-10 00:10:00+00,60645.0,60930.8,60460.0,60465.2,16807.797,1020195929.44,60697.78,172,173,-0.002965,0.007763,0.011045,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3565181695094049,-1.1861849789496224,0.32,1.9998879559077296,0.1184098676441962,-0.1248676628021068,0.0776,0.0021712729363128,0.0043423027943093,0.26,-0.5880078676638862,1.7895830758998304e-05,0.7172628889071953,0.2827371110928047,6.73658526686906e-06,0.1043312231190013,0.41338242108267,0.0009988060253941,2026-04-24 09:30:05.518293+00
4607,binance,btc,2024-10-10 02:14:00+00,2024-10-10 00:11:00+00,2024-10-10 02:14:00+00,60465.3,60862.0,60309.0,60709.9,16531.728,1001414809.21,60575.33,123,124,0.004045,0.009146,0.724955,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.4755778146296042,-1.226514223299607,0.24,1.699684294924021,0.0364640128693656,-0.0403292443499845,0.0632,0.0024236677236904,0.0041194701360393,0.27,-0.4292070808974977,1.4627814419510808e-05,0.7563130773651605,0.2436869226348394,4.471957133809969e-06,0.0724264853615177,0.5124973964842103,0.0006632600477771,2026-04-24 09:30:05.518293+00
4608,binance,btc,2024-10-10 06:33:00+00,2024-10-10 02:15:00+00,2024-10-10 06:33:00+00,60709.9,61070.0,60709.9,61054.4,16469.869,1002953780.4,60896.28,258,259,0.005675,0.005931,0.956679,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.4481540338275556,-1.1819487755779758,0.186,1.3413577712831977,0.0385002588673069,0.044565447721631,0.05348,0.0029135197666197,0.0039080725148784,0.01,-0.2862863728077479,1.827891849511457e-05,0.7129477493874483,0.2870522506125517,4.517719515568019e-06,0.0562529335731673,0.5793242521487495,0.000670042795969,2026-04-24 09:30:05.518293+00
4609,binance,btc,2024-10-10 09:28:00+00,2024-10-10 06:34:00+00,2024-10-10 09:28:00+00,61054.4,61128.1,60606.0,60616.7,16923.787,1030505146.17,60890.93,174,175,-0.007169,0.008551,0.020494,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3599399121236492,-1.2145193117646482,0.332,1.5737932510256485,0.0313797489383724,-0.0325705361866723,0.07976,0.0027640075411322,0.0043499765713972,0.02,-0.3576577355269731,1.553193872967771e-05,0.7450903958261268,0.2549096041738732,4.359707390940636e-06,0.110072574362503,0.3989121211516302,0.0006466223765219,2026-04-24 09:30:05.518293+00
4610,binance,btc,2024-10-10 11:54:00+00,2024-10-10 09:29:00+00,2024-10-10 11:54:00+00,60616.8,61297.0,60600.0,61242.5,16656.98,1016873975.22,61047.92,145,146,0.010322,0.011498,0.921808,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3843059476289505,-1.1133215585465746,0.266,0.988601897092682,0.0939154374356172,0.1011977532180736,0.06788,0.0041743294580674,0.0041267501201955,0.03,-0.2218919619742758,2.576139371216883e-05,0.6379800731594208,0.3620199268405791,5.960067372101395e-06,0.0816602554615946,0.4800106598444182,0.0008837759483617,2026-04-24 09:30:05.518293+00
